"Gene","Length","RPF","mRNA","uATG","Chromosome","Size"
"YCL032W",346,20.8,27.59,FALSE,"Chr-13",0.56
"YCL033C",168,95.72,71.19,FALSE,"Chr-2",0.74
"YCL034W",354,80.93,91.48,TRUE,"Chr-9",0.66
"YCL035C",110,589.18,255.92,FALSE,"Chr-15",0.66
"YCL036W",566,12.42,29.74,FALSE,"Chr-4",0.77
"YCL037C",434,464.27,289.73,TRUE,"Chr-13",0.72
"YCL038C",528,15.47,27.22,FALSE,"Chr-16",0.77
"YCL039W",745,12.68,20.35,TRUE,"Chr-9",0.55
"YCL043C",522,1018.44,937.45,TRUE,"Chr-11",0.76
"YCL044C",417,30.19,25.73,FALSE,"Chr-2",0.65
"YCL045C",760,149.68,183.91,FALSE,"Chr-10",0.75
"YCL047C",258,39.53,38.15,TRUE,"Chr-15",0.58
"YCL049C",312,20.35,23.82,FALSE,"Chr-5",0.67
"YCL050C",321,428.59,224.61,TRUE,"Chr-8",0.58
"YCL051W",583,13.06,27.6,FALSE,"Chr-10",0.57
"YCL052C",416,28.36,43.65,FALSE,"Chr-13",0.66
"YCL054W",841,90.99,92.75,FALSE,"Chr-7",0.57
"YCL055W",335,46.49,41.87,FALSE,"Chr-3",0.65
"YCL056C",144,7.42,16.75,FALSE,"Chr-11",0.54
"YCL057CA",97,368.91,180.62,TRUE,"Chr-16",0.79
"YCL057W",712,97.89,144.67,TRUE,"Chr-8",0.66
"YCL058WA",113,78.21,20.91,TRUE,"Chr-11",0.51
"YCL059C",316,185.1,164.62,TRUE,"Chr-5",0.73
"YCL061C",1096,16.87,33.27,FALSE,"Chr-15",0.53
"YCL063W",423,20.89,36.42,TRUE,"Chr-8",0.5
"YCL064C",360,586.41,406.85,TRUE,"Chr-9",0.79
"YCR002C",322,142,118.15,FALSE,"Chr-2",0.61
"YCR003W",183,57.82,43.03,TRUE,"Chr-4",0.61
"YCR004C",247,384.52,257.43,FALSE,"Chr-13",0.6
"YCR005C",460,90.61,109.34,FALSE,"Chr-16",0.77
"YCR007C",239,4.66,12.97,FALSE,"Chr-4",0.75
"YCR008W",603,29.34,113.12,FALSE,"Chr-7",0.65
"YCR009C",265,222.2,191.66,TRUE,"Chr-12",0.79
"YCR011C",1049,68.79,106.73,TRUE,"Chr-8",0.56
"YCR012W",416,14239.95,10868.99,FALSE,"Chr-15",0.53
"YCR015C",317,14.92,23.91,FALSE,"Chr-5",0.61
"YCR016W",290,82.82,60.76,FALSE,"Chr-13",0.65
"YCR017C",953,59.32,133.44,TRUE,"Chr-8",0.52
"YCR018C",221,26.91,47.88,FALSE,"Chr-1",0.63
"YCR019W",363,14.12,24,TRUE,"Chr-8",0.55
"YCR020CA",88,86.14,83.89,FALSE,"Chr-16",0.57
"YCR020WB",78,85.39,50.48,FALSE,"Chr-16",0.73
"YCR021C",332,5.56,7.12,FALSE,"Chr-12",0.52
"YCR023C",611,11.99,42.37,TRUE,"Chr-6",0.55
"YCR024C",492,8.11,13.5,TRUE,"Chr-9",0.55
"YCR024CA",40,4552.35,2244.21,FALSE,"Chr-15",0.63
"YCR024CB",88,0.59,1026.81,FALSE,"Chr-1",0.61
"YCR026C",742,22.42,38.14,TRUE,"Chr-11",0.66
"YCR027C",209,24.83,31.08,FALSE,"Chr-7",0.65
"YCR028C",512,24.93,41.14,TRUE,"Chr-5",0.55
"YCR028CA",135,717.69,322.63,FALSE,"Chr-8",0.53
"YCR030C",870,42.36,52.33,TRUE,"Chr-4",0.63
"YCR032W",2167,4.23,26.1,FALSE,"Chr-1",0.59
"YCR033W",1226,15.01,50.66,FALSE,"Chr-12",0.72
"YCR034W",347,214.61,234.02,TRUE,"Chr-8",0.6
"YCR035C",394,62.19,62.58,TRUE,"Chr-5",0.74
"YCR036W",333,68.78,75.52,FALSE,"Chr-6",0.53
"YCR037C",923,7.95,36.15,FALSE,"Chr-7",0.62
"YCR042C",1407,24.38,41.17,TRUE,"Chr-14",0.55
"YCR043C",127,163.81,156.56,TRUE,"Chr-11",0.68
"YCR044C",357,46.82,76.65,TRUE,"Chr-4",0.58
"YCR046C",169,97.38,100.18,TRUE,"Chr-7",0.64
"YCR047C",275,89.69,56.02,FALSE,"Chr-1",0.69
"YCR048W",610,47.98,84.8,TRUE,"Chr-12",0.5
"YCR051W",222,186.08,152.08,TRUE,"Chr-13",0.77
"YCR052W",483,71.44,90.99,TRUE,"Chr-12",0.52
"YCR053W",514,629.82,504.79,TRUE,"Chr-6",0.7
"YCR054C",563,21.22,26.92,FALSE,"Chr-8",0.66
"YCR057C",923,65.73,104.19,TRUE,"Chr-13",0.71
"YCR059C",258,44.55,80.88,FALSE,"Chr-4",0.69
"YCR060W",111,78.86,82.03,TRUE,"Chr-12",0.52
"YCR061W",631,74.14,59.35,FALSE,"Chr-8",0.51
"YCR063W",157,25.5,24.14,TRUE,"Chr-11",0.64
"YCR065W",564,35.6,59.25,FALSE,"Chr-2",0.8
"YCR066W",487,6.45,10.31,FALSE,"Chr-5",0.57
"YCR067C",1065,44.03,64.23,TRUE,"Chr-3",0.6
"YCR068W",520,14.04,32.94,FALSE,"Chr-9",0.7
"YCR069W",318,78.42,97.19,FALSE,"Chr-10",0.79
"YCR071C",146,74.95,67.08,TRUE,"Chr-3",0.65
"YCR072C",515,67.8,59.15,FALSE,"Chr-11",0.77
"YCR073C",1331,2.07,12.02,FALSE,"Chr-1",0.71
"YCR073WA",315,81.39,72.18,FALSE,"Chr-4",0.59
"YCR075C",260,19.49,34.45,FALSE,"Chr-15",0.76
"YCR075WA",75,103.32,69.56,FALSE,"Chr-3",0.55
"YCR076C",250,34.05,32.48,FALSE,"Chr-4",0.8
"YCR077C",796,93.35,123.41,FALSE,"Chr-2",0.6
"YCR079W",442,4.03,17.59,TRUE,"Chr-3",0.69
"YCR081W",1427,9.09,29.25,FALSE,"Chr-8",0.55
"YCR082W",128,175.59,248.77,FALSE,"Chr-14",0.62
"YCR083W",127,103.31,105.41,TRUE,"Chr-16",0.79
"YCR084C",713,130.08,183.33,TRUE,"Chr-4",0.68
"YCR086W",190,40.85,25.9,FALSE,"Chr-16",0.78
"YCR087CA",153,174.34,110.65,FALSE,"Chr-11",0.76
"YCR088W",592,427.04,253.14,FALSE,"Chr-7",0.56
"YCR089W",1609,1.52,12.91,FALSE,"Chr-6",0.55
"YCR090C",182,110.68,118.17,FALSE,"Chr-4",0.78
"YCR091W",720,4.69,9.02,FALSE,"Chr-8",0.74
"YCR092C",1018,14.94,26.69,TRUE,"Chr-14",0.71
"YCR093W",2108,58.41,139.22,TRUE,"Chr-7",0.73
"YCR094W",391,48.25,68.1,TRUE,"Chr-8",0.52
"YCR095C",362,20.37,36.16,FALSE,"Chr-2",0.75
"YCR097W",126,116.93,132.41,FALSE,"Chr-3",0.73
"YCR106W",832,3.58,18.99,TRUE,"Chr-2",0.74
"YDL001W",430,23.63,24.95,TRUE,"Chr-5",0.51
"YDL002C",203,68.68,51.4,FALSE,"Chr-5",0.59
"YDL003W",566,54.88,53.74,FALSE,"Chr-11",0.79
"YDL004W",160,360.07,248.23,TRUE,"Chr-2",0.7
"YDL005C",431,29.69,44.31,TRUE,"Chr-1",0.66
"YDL006W",281,47.15,52.72,FALSE,"Chr-7",0.65
"YDL007W",437,267.63,192.02,TRUE,"Chr-11",0.55
"YDL008W",165,47.67,59.65,TRUE,"Chr-1",0.66
"YDL010W",231,55.39,42.4,FALSE,"Chr-16",0.71
"YDL012C",107,215.99,73.13,TRUE,"Chr-4",0.54
"YDL013W",619,14.89,29.58,FALSE,"Chr-7",0.5
"YDL014W",327,1115.15,583.66,FALSE,"Chr-16",0.61
"YDL015C",310,271.56,243.38,TRUE,"Chr-4",0.64
"YDL017W",507,14.62,18.15,TRUE,"Chr-11",0.61
"YDL018C",225,62.23,68.46,FALSE,"Chr-9",0.51
"YDL019C",1283,34.66,67.09,FALSE,"Chr-10",0.66
"YDL020C",531,66.55,90.64,FALSE,"Chr-8",0.73
"YDL021W",311,21.5,23.26,FALSE,"Chr-7",0.54
"YDL022W",391,390.7,235.25,TRUE,"Chr-4",0.66
"YDL025C",620,13.1,29.37,FALSE,"Chr-1",0.69
"YDL027C",420,11.12,26.83,FALSE,"Chr-14",0.72
"YDL028C",764,13.37,31.63,FALSE,"Chr-15",0.76
"YDL029W",391,227.51,275.66,TRUE,"Chr-8",0.51
"YDL030W",530,18.67,25.35,TRUE,"Chr-2",0.78
"YDL031W",995,73.24,99.77,FALSE,"Chr-10",0.69
"YDL033C",417,7.43,20.65,FALSE,"Chr-14",0.7
"YDL035C",961,14.62,47.12,FALSE,"Chr-9",0.59
"YDL036C",462,17.01,33.24,TRUE,"Chr-7",0.76
"YDL040C",854,133.23,183.38,TRUE,"Chr-4",0.51
"YDL042C",562,18.75,30.83,TRUE,"Chr-12",0.74
"YDL043C",266,45.94,30.53,FALSE,"Chr-11",0.55
"YDL044C",440,17.02,20.58,TRUE,"Chr-9",0.61
"YDL045C",306,27.67,30.88,FALSE,"Chr-15",0.59
"YDL045WA",95,137.49,91.7,TRUE,"Chr-4",0.75
"YDL046W",173,258.34,187.47,TRUE,"Chr-8",0.74
"YDL047W",311,79.25,84.19,TRUE,"Chr-1",0.59
"YDL048C",490,2.21,3.41,TRUE,"Chr-2",0.78
"YDL051W",275,318.98,314.44,TRUE,"Chr-4",0.62
"YDL052C",303,130.8,157.23,TRUE,"Chr-4",0.67
"YDL053C",185,139,104.55,FALSE,"Chr-12",0.69
"YDL054C",486,21.42,26.84,TRUE,"Chr-8",0.75
"YDL055C",361,2367.64,1829.69,TRUE,"Chr-4",0.56
"YDL056W",833,18.46,34.33,TRUE,"Chr-11",0.54
"YDL057W",328,14.4,15.3,TRUE,"Chr-9",0.69
"YDL058W",1790,43.63,86.8,FALSE,"Chr-14",0.68
"YDL059C",238,13.01,15.92,FALSE,"Chr-1",0.5
"YDL060W",788,70.19,88.44,TRUE,"Chr-8",0.67
"YDL063C",620,45.12,76.52,TRUE,"Chr-8",0.66
"YDL064W",157,236.59,178.05,TRUE,"Chr-7",0.56
"YDL065C",342,87.96,54.83,TRUE,"Chr-3",0.54
"YDL066W",428,349.08,376.01,FALSE,"Chr-1",0.67
"YDL067C",59,518.98,213.54,TRUE,"Chr-4",0.54
"YDL069C",229,6.45,15.26,FALSE,"Chr-2",0.52
"YDL070W",638,63.08,134.61,FALSE,"Chr-3",0.58
"YDL072C",203,230.41,216.26,TRUE,"Chr-5",0.61
"YDL073W",984,8.63,41.06,TRUE,"Chr-6",0.5
"YDL074C",700,46.7,93.37,FALSE,"Chr-1",0.75
"YDL075W",113,6544.31,4109.69,TRUE,"Chr-7",0.61
"YDL076C",294,38.35,44.86,FALSE,"Chr-9",0.75
"YDL077C",1049,11.47,31.15,FALSE,"Chr-3",0.62
"YDL078C",343,212.98,161.28,TRUE,"Chr-10",0.56
"YDL080C",609,5.95,23.6,TRUE,"Chr-4",0.57
"YDL081C",106,5156.17,3789.11,TRUE,"Chr-11",0.71
"YDL084W",446,961.28,959.37,TRUE,"Chr-14",0.62
"YDL085CA",68,306.42,161.4,TRUE,"Chr-11",0.5
"YDL086W",273,147.78,142.96,TRUE,"Chr-8",0.75
"YDL087C",261,19.51,26.4,FALSE,"Chr-16",0.52
"YDL088C",528,33.32,55.09,FALSE,"Chr-6",0.68
"YDL089W",484,18.09,34.06,TRUE,"Chr-14",0.67
"YDL090C",431,22.46,33.91,FALSE,"Chr-3",0.62
"YDL091C",455,14.2,24.23,FALSE,"Chr-8",0.66
"YDL092W",146,207.37,140.9,TRUE,"Chr-12",0.76
"YDL093W",743,30.04,46.7,TRUE,"Chr-9",0.69
"YDL095W",817,227.7,321.62,TRUE,"Chr-2",0.77
"YDL097C",434,248.86,212.4,FALSE,"Chr-5",0.72
"YDL098C",194,29.72,37.04,TRUE,"Chr-8",0.66
"YDL099W",341,87.12,56.29,FALSE,"Chr-13",0.73
"YDL100C",354,484.32,439.6,TRUE,"Chr-3",0.58
"YDL101C",513,25.2,36.84,TRUE,"Chr-16",0.59
"YDL102W",1097,33.59,40.92,FALSE,"Chr-16",0.59
"YDL103C",477,109.67,85.95,TRUE,"Chr-14",0.54
"YDL104C",407,6.8,8.83,FALSE,"Chr-14",0.75
"YDL105W",402,9.38,16.65,FALSE,"Chr-4",0.7
"YDL106C",559,25.95,27.12,FALSE,"Chr-11",0.58
"YDL107W",351,13.09,19.35,FALSE,"Chr-9",0.51
"YDL108W",306,34.75,34.9,TRUE,"Chr-10",0.63
"YDL109C",647,1.17,13.77,FALSE,"Chr-3",0.73
"YDL110C",150,88.72,51.18,FALSE,"Chr-13",0.77
"YDL111C",265,62.13,86.36,TRUE,"Chr-14",0.66
"YDL112W",1436,45.18,84.21,TRUE,"Chr-13",0.7
"YDL113C",640,16.6,32.53,TRUE,"Chr-8",0.75
"YDL115C",353,32.05,26.63,TRUE,"Chr-11",0.67
"YDL116W",726,42.48,65.08,FALSE,"Chr-12",0.56
"YDL117W",885,21,54.5,TRUE,"Chr-15",0.66
"YDL119C",307,18.42,18.6,FALSE,"Chr-10",0.58
"YDL120W",174,114.05,118.23,TRUE,"Chr-14",0.61
"YDL121C",149,145.84,168.45,TRUE,"Chr-10",0.6
"YDL122W",809,48.04,97.09,FALSE,"Chr-16",0.61
"YDL123W",140,33.55,27.42,TRUE,"Chr-4",0.53
"YDL124W",312,329.31,274.31,FALSE,"Chr-8",0.64
"YDL125C",158,624.37,421.76,FALSE,"Chr-4",0.57
"YDL126C",835,862.03,771.65,TRUE,"Chr-2",0.68
"YDL127W",308,25.77,36.43,TRUE,"Chr-16",0.6
"YDL128W",411,95.85,115.67,FALSE,"Chr-6",0.5
"YDL129W",291,11.73,18.1,FALSE,"Chr-16",0.53
"YDL130W",106,4415.3,3547.21,TRUE,"Chr-4",0.7
"YDL130WA",86,157,66.96,TRUE,"Chr-4",0.55
"YDL132W",815,60.58,98.61,FALSE,"Chr-1",0.66
"YDL133W",437,12.35,34.24,FALSE,"Chr-6",0.57
"YDL135C",202,265.61,159.1,TRUE,"Chr-8",0.69
"YDL138W",763,2.95,17.35,FALSE,"Chr-9",0.77
"YDL139C",223,17.4,13.9,FALSE,"Chr-12",0.75
"YDL140C",1733,143.84,271.49,FALSE,"Chr-2",0.56
"YDL141W",690,38.52,66.76,FALSE,"Chr-9",0.55
"YDL142C",283,18.89,21.91,FALSE,"Chr-13",0.57
"YDL143W",528,238.02,292.03,TRUE,"Chr-16",0.74
"YDL144C",356,55.45,71.61,FALSE,"Chr-1",0.68
"YDL145C",1201,207.64,347.74,FALSE,"Chr-13",0.63
"YDL146W",491,8.93,27.97,TRUE,"Chr-8",0.51
"YDL147W",445,243.12,217.54,TRUE,"Chr-12",0.63
"YDL148C",810,78.58,78.32,TRUE,"Chr-11",0.75
"YDL149W",997,4.83,10.56,FALSE,"Chr-14",0.57
"YDL150W",422,55.16,63.09,TRUE,"Chr-6",0.53
"YDL153C",610,102.77,58.33,TRUE,"Chr-13",0.79
"YDL154W",901,0.78,11.14,FALSE,"Chr-6",0.78
"YDL155W",427,29.04,58.67,FALSE,"Chr-6",0.59
"YDL156W",522,16.83,22.34,FALSE,"Chr-15",0.64
"YDL157C",118,251.8,215.63,FALSE,"Chr-15",0.76
"YDL159W",515,16.25,24.18,FALSE,"Chr-11",0.64
"YDL160C",506,344.77,239.75,FALSE,"Chr-2",0.77
"YDL160CA",80,71.43,46.14,TRUE,"Chr-4",0.61
"YDL161W",454,81.19,57.02,TRUE,"Chr-6",0.55
"YDL164C",755,31.33,39.89,FALSE,"Chr-10",0.67
"YDL165W",191,94.27,72.41,TRUE,"Chr-1",0.62
"YDL166C",197,129.88,73.45,TRUE,"Chr-4",0.72
"YDL167C",719,38.21,72.97,FALSE,"Chr-4",0.58
"YDL168W",386,194.25,109.27,TRUE,"Chr-5",0.77
"YDL170W",528,8.34,18.83,FALSE,"Chr-11",0.64
"YDL171C",2145,130.36,252.34,FALSE,"Chr-2",0.63
"YDL173W",295,109.44,108.11,FALSE,"Chr-11",0.65
"YDL174C",587,36.58,64.64,TRUE,"Chr-10",0.72
"YDL175C",344,29.25,29.04,FALSE,"Chr-5",0.62
"YDL176W",708,5.71,20.37,FALSE,"Chr-11",0.55
"YDL177C",170,16.43,26.34,FALSE,"Chr-16",0.75
"YDL178W",530,57.82,62.96,TRUE,"Chr-9",0.51
"YDL179W",304,32.57,35.78,TRUE,"Chr-16",0.51
"YDL180W",547,13.08,25.1,FALSE,"Chr-8",0.51
"YDL181W",85,105.04,43.43,TRUE,"Chr-9",0.51
"YDL183C",320,6.88,7.69,TRUE,"Chr-12",0.79
"YDL185W",1071,1075.16,1078.55,FALSE,"Chr-6",0.55
"YDL189W",457,39.94,64.08,TRUE,"Chr-6",0.65
"YDL190C",961,46.73,70.57,FALSE,"Chr-14",0.57
"YDL192W",181,1202.67,1175.73,TRUE,"Chr-2",0.54
"YDL193W",375,77.39,77.56,FALSE,"Chr-14",0.52
"YDL194W",884,2.67,10.97,FALSE,"Chr-2",0.8
"YDL195W",1273,174.22,225.32,TRUE,"Chr-9",0.51
"YDL197C",525,4.54,27,TRUE,"Chr-1",0.69
"YDL198C",300,68.53,58.4,FALSE,"Chr-1",0.52
"YDL199C",687,4.02,8.02,TRUE,"Chr-2",0.57
"YDL200C",188,26.26,33.77,TRUE,"Chr-11",0.79
"YDL201W",286,128.79,111.51,TRUE,"Chr-7",0.75
"YDL202W",249,68.33,58.31,TRUE,"Chr-3",0.79
"YDL203C",623,15.09,33.1,TRUE,"Chr-1",0.69
"YDL204W",393,2.89,15.03,FALSE,"Chr-16",0.8
"YDL205C",327,77.23,99.63,TRUE,"Chr-1",0.76
"YDL206W",762,2.54,13.76,FALSE,"Chr-9",0.56
"YDL207W",538,22.28,34.3,TRUE,"Chr-16",0.74
"YDL208W",156,568.87,390.57,TRUE,"Chr-11",0.55
"YDL209C",339,14.16,18.73,TRUE,"Chr-8",0.73
"YDL211C",372,5.23,11.64,FALSE,"Chr-1",0.62
"YDL212W",210,260.83,280.06,TRUE,"Chr-1",0.78
"YDL213C",225,154.26,96.9,TRUE,"Chr-1",0.8
"YDL215C",1092,29.87,47.05,TRUE,"Chr-6",0.52
"YDL216C",440,7.57,12.53,TRUE,"Chr-2",0.69
"YDL217C",207,59.19,45.89,FALSE,"Chr-3",0.54
"YDL219W",150,153.51,121.4,TRUE,"Chr-13",0.62
"YDL220C",924,5.93,17.84,TRUE,"Chr-8",0.75
"YDL223C",1046,2.71,14.73,FALSE,"Chr-16",0.73
"YDL224C",649,34.58,50.81,TRUE,"Chr-1",0.61
"YDL225W",551,85.3,68.95,TRUE,"Chr-15",0.67
"YDL226C",352,230.45,193.78,TRUE,"Chr-3",0.78
"YDL227C",586,91.79,97.76,TRUE,"Chr-14",0.55
"YDL230W",335,23.02,27.91,FALSE,"Chr-16",0.61
"YDL231C",1125,1.04,29.88,TRUE,"Chr-1",0.64
"YDL232W",36,232.35,191.39,FALSE,"Chr-5",0.78
"YDL233W",458,15.69,20.85,FALSE,"Chr-14",0.5
"YDL234C",746,15.18,21.57,FALSE,"Chr-14",0.7
"YDL235C",167,158.41,159.43,FALSE,"Chr-5",0.73
"YDL236W",312,172.94,122.56,TRUE,"Chr-7",0.53
"YDL237W",390,71.73,111.43,TRUE,"Chr-9",0.71
"YDL238C",489,5.71,22.65,TRUE,"Chr-8",0.72
"YDL240W",1017,11.13,31.65,FALSE,"Chr-15",0.64
"YDL241W",123,41.93,30.81,TRUE,"Chr-1",0.77
"YDR001C",751,66.27,89.91,TRUE,"Chr-11",0.71
"YDR002W",201,1460.05,885.87,TRUE,"Chr-7",0.64
"YDR003W",210,47.2,49.68,FALSE,"Chr-8",0.56
"YDR004W",460,8.2,23.64,FALSE,"Chr-4",0.75
"YDR005C",395,30.59,43.73,FALSE,"Chr-13",0.52
"YDR006C",901,18.96,39.33,TRUE,"Chr-9",0.68
"YDR007W",224,52.03,75.14,FALSE,"Chr-11",0.54
"YDR009W",520,2.32,3.5,FALSE,"Chr-8",0.77
"YDR011W",1501,110.95,254.14,FALSE,"Chr-14",0.63
"YDR013W",208,31.74,43.54,TRUE,"Chr-6",0.58
"YDR014W",647,6.37,15.75,FALSE,"Chr-9",0.73
"YDR016C",94,81.68,76.96,TRUE,"Chr-10",0.6
"YDR017C",1050,25.92,56.01,TRUE,"Chr-9",0.74
"YDR019C",400,153.78,167.82,TRUE,"Chr-5",0.71
"YDR020C",232,25.61,32.24,FALSE,"Chr-14",0.57
"YDR021W",399,23.29,25.9,FALSE,"Chr-8",0.7
"YDR022C",196,15.04,25.61,FALSE,"Chr-4",0.73
"YDR023W",462,940.31,762.2,TRUE,"Chr-4",0.77
"YDR026C",570,11.97,39.2,TRUE,"Chr-3",0.71
"YDR027C",889,16.78,36.98,TRUE,"Chr-3",0.51
"YDR028C",1014,53.52,108.48,FALSE,"Chr-12",0.52
"YDR030C",506,4.3,8.07,FALSE,"Chr-11",0.58
"YDR031W",121,47.66,30.51,FALSE,"Chr-13",0.6
"YDR032C",198,634.52,327.85,TRUE,"Chr-6",0.56
"YDR033W",320,1284.27,1134.1,TRUE,"Chr-10",0.5
"YDR034C",790,16.13,38.38,FALSE,"Chr-13",0.66
"YDR035W",370,197.37,177.17,TRUE,"Chr-5",0.64
"YDR036C",500,49.33,62.7,TRUE,"Chr-3",0.68
"YDR037W",591,871.72,738.14,TRUE,"Chr-9",0.6
"YDR041W",203,64.44,62.31,FALSE,"Chr-11",0.73
"YDR043C",231,18.74,15.34,FALSE,"Chr-16",0.5
"YDR044W",328,111.09,90.78,TRUE,"Chr-1",0.61
"YDR045C",110,117.45,73.82,TRUE,"Chr-3",0.66
"YDR046C",604,82.31,124.91,TRUE,"Chr-11",0.76
"YDR047W",362,76.26,92.86,TRUE,"Chr-11",0.59
"YDR049W",632,25.86,32.55,FALSE,"Chr-12",0.8
"YDR050C",248,10133.02,6891.72,TRUE,"Chr-11",0.79
"YDR051C",334,68.42,58.5,TRUE,"Chr-7",0.78
"YDR052C",704,20.85,40.76,TRUE,"Chr-6",0.75
"YDR054C",295,123.23,106.44,TRUE,"Chr-15",0.72
"YDR055W",444,169.9,111.07,TRUE,"Chr-14",0.73
"YDR056C",205,152.46,121.96,TRUE,"Chr-10",0.59
"YDR057W",542,27.05,28.15,FALSE,"Chr-4",0.62
"YDR058C",326,8.29,14.34,FALSE,"Chr-7",0.67
"YDR059C",148,29.86,28.27,FALSE,"Chr-15",0.58
"YDR060W",1025,104.47,157.82,TRUE,"Chr-9",0.79
"YDR061W",539,26.23,46.48,FALSE,"Chr-15",0.61
"YDR062W",561,111.44,187.82,FALSE,"Chr-6",0.69
"YDR063W",149,142.23,112.3,TRUE,"Chr-15",0.63
"YDR064W",151,7616.16,4929.34,TRUE,"Chr-13",0.61
"YDR065W",365,7.35,19.28,FALSE,"Chr-7",0.59
"YDR066C",196,12.73,12.3,FALSE,"Chr-1",0.75
"YDR067C",224,17.61,32.74,TRUE,"Chr-6",0.52
"YDR068W",310,62.64,57.95,FALSE,"Chr-3",0.68
"YDR069C",926,8.75,22.48,FALSE,"Chr-7",0.71
"YDR071C",191,462.73,286.02,FALSE,"Chr-16",0.58
"YDR072C",527,38.76,63.69,TRUE,"Chr-3",0.68
"YDR073W",169,25,65.23,TRUE,"Chr-3",0.52
"YDR074W",896,103.19,115.62,FALSE,"Chr-16",0.64
"YDR075W",308,34.04,36.75,TRUE,"Chr-15",0.57
"YDR076W",406,4.68,13.82,FALSE,"Chr-8",0.59
"YDR078C",223,5.29,20.52,TRUE,"Chr-4",0.61
"YDR079CA",72,92.6,47.85,FALSE,"Chr-11",0.5
"YDR079W",111,63.1,38.13,FALSE,"Chr-6",0.66
"YDR080W",992,16.56,25.9,FALSE,"Chr-13",0.74
"YDR081C",925,18.54,31.76,TRUE,"Chr-12",0.61
"YDR082W",494,1.98,17.73,FALSE,"Chr-11",0.53
"YDR084C",199,86.05,75.43,TRUE,"Chr-9",0.76
"YDR085C",620,3.86,10.95,FALSE,"Chr-14",0.65
"YDR086C",80,1319.06,896.33,TRUE,"Chr-5",0.52
"YDR087C",278,135.34,99.67,TRUE,"Chr-13",0.74
"YDR088C",382,22.49,22.68,FALSE,"Chr-16",0.65
"YDR089W",869,32.14,53.18,FALSE,"Chr-8",0.75
"YDR090C",310,23.43,31.75,TRUE,"Chr-5",0.57
"YDR091C",608,192.74,217.58,TRUE,"Chr-15",0.7
"YDR092W",153,251.75,142.18,FALSE,"Chr-2",0.53
"YDR093W",1612,29.44,85.61,TRUE,"Chr-1",0.65
"YDR096W",894,12.07,22.19,TRUE,"Chr-13",0.66
"YDR097C",1242,35.31,52.03,FALSE,"Chr-10",0.63
"YDR098C",285,271.6,168.71,FALSE,"Chr-14",0.73
"YDR100W",143,156.13,113.57,TRUE,"Chr-1",0.65
"YDR101C",593,106.19,127.81,TRUE,"Chr-15",0.59
"YDR103W",917,17.35,34.78,FALSE,"Chr-13",0.6
"YDR104C",1245,3.87,13.08,TRUE,"Chr-10",0.76
"YDR105C",473,29.81,51.92,TRUE,"Chr-4",0.8
"YDR107C",672,18.13,30.76,FALSE,"Chr-10",0.55
"YDR108W",698,12.35,25.95,TRUE,"Chr-8",0.62
"YDR109C",715,9.15,21.34,FALSE,"Chr-8",0.78
"YDR110W",566,21.59,34.95,TRUE,"Chr-8",0.55
"YDR111C",507,15.03,29.61,FALSE,"Chr-7",0.69
"YDR113C",373,40.42,26.26,FALSE,"Chr-1",0.53
"YDR115W",105,111.07,85.78,FALSE,"Chr-7",0.51
"YDR116C",285,55.06,48.87,FALSE,"Chr-12",0.59
"YDR117C",565,48.56,53.05,FALSE,"Chr-5",0.56
"YDR118W",652,10.1,19.85,FALSE,"Chr-10",0.58
"YDR119W",768,82.09,127.01,FALSE,"Chr-14",0.77
"YDR120C",570,88.17,119.93,FALSE,"Chr-11",0.68
"YDR121W",196,70.18,57,FALSE,"Chr-1",0.54
"YDR122W",1064,27.2,60.78,FALSE,"Chr-9",0.58
"YDR123C",304,13.92,15.7,FALSE,"Chr-7",0.56
"YDR125C",453,2.93,7.71,FALSE,"Chr-3",0.59
"YDR126W",336,4.45,8.79,FALSE,"Chr-11",0.75
"YDR127W",1588,141.05,208.42,TRUE,"Chr-5",0.76
"YDR128W",1148,9.75,40.17,TRUE,"Chr-11",0.58
"YDR129C",642,359.96,278.96,TRUE,"Chr-2",0.63
"YDR130C",291,23.62,29.43,TRUE,"Chr-4",0.7
"YDR131C",556,7.05,13.1,FALSE,"Chr-11",0.55
"YDR132C",495,8.25,13.42,TRUE,"Chr-13",0.58
"YDR135C",1515,64.19,152.62,FALSE,"Chr-13",0.5
"YDR137W",663,14.33,32.66,FALSE,"Chr-7",0.69
"YDR138W",752,18.47,41.89,TRUE,"Chr-1",0.59
"YDR139C",77,206.4,149.56,TRUE,"Chr-15",0.58
"YDR140W",221,43.77,62.13,TRUE,"Chr-3",0.56
"YDR141C",1698,27.58,63.5,FALSE,"Chr-12",0.77
"YDR142C",375,11.71,17.59,FALSE,"Chr-11",0.68
"YDR143C",610,30.72,51.15,FALSE,"Chr-9",0.62
"YDR144C",596,80.25,123.37,TRUE,"Chr-12",0.63
"YDR145W",539,62.47,76.43,TRUE,"Chr-16",0.6
"YDR146C",709,46.13,52.41,FALSE,"Chr-6",0.72
"YDR147W",534,21.86,36.4,FALSE,"Chr-11",0.61
"YDR148C",463,146.23,120.11,FALSE,"Chr-3",0.56
"YDR151C",325,49.46,49.06,TRUE,"Chr-9",0.55
"YDR152W",265,122.66,125.92,FALSE,"Chr-10",0.53
"YDR153C",411,72.17,53.77,FALSE,"Chr-13",0.74
"YDR155C",162,6172.03,3596.96,TRUE,"Chr-4",0.53
